AuditID,AuditDate,PlantLocation,Department,Auditor,AuditType,FindingType,Severity,Status,DaysToClose
AUD-028338,2025-12-29,Bangalore Plant,Supply Chain,Mary Barnett,Internal Audit,Supplier Issue,Minor,Closed,8.0
AUD-028339,2023-08-16,Monterrey Plant,EHS,Sarah Jordan,Safety Audit,Training,Minor,Closed,13.0
AUD-028340,2025-02-27,Bangalore Plant,Supply Chain,Ashley Yu,ISO 9001 Audit,Calibration,Major,Closed,27.0
AUD-028341,2024-12-02,Houston Plant,Manufacturing,Brian Wyatt,ISO 9001 Audit,Training,Minor,In Progress,
AUD-028342,2023-03-16,Houston Plant,Supply Chain,Ryan Gonzalez,Process Audit,Process Deviation,Major,Open,
AUD-028343,2024-08-30,Monterrey Plant,Engineering,Robert Johnson,ISO 9001 Audit,Calibration,Major,Closed,40.0
AUD-028344,2023-02-28,Shanghai Plant,Supply Chain,Ashley Smith,Safety Audit,Calibration,Minor,In Progress,
AUD-028345,2025-08-24,Shanghai Plant,Supply Chain,Isaiah Johnson,Safety Audit,Documentation,Minor,Closed,9.0
AUD-028346,2023-06-12,Suzhou Plant,HR,Phillip Mckenzie,Safety Audit,Documentation,Critical,Closed,43.0
AUD-028347,2023-05-28,Pune Plant,HR,Jordan Morales,ISO 9001 Audit,Supplier Issue,Critical,Open,
AUD-028348,2025-08-03,Pune Plant,Maintenance,Philip Smith,Process Audit,Supplier Issue,Minor,Closed,14.0
AUD-028349,2024-01-23,Houston Plant,HR,Paul Taylor,ISO 9001 Audit,Process Deviation,Minor,Closed,9.0
AUD-028350,2025-03-12,Shanghai Plant,EHS,Kimberly Sanchez,Process Audit,Documentation,Minor,Closed,15.0
AUD-028351,2024-01-05,Houston Plant,Maintenance,Kristen Welch,Process Audit,Calibration,Minor,Closed,11.0
AUD-028352,2024-03-18,Frankfurt Plant,Quality,Jared Bell,Process Audit,Training,Minor,In Progress,
AUD-028353,2023-09-13,Suzhou Plant,EHS,Donald Hammond,Process Audit,Supplier Issue,Minor,Closed,1.0
AUD-028354,2025-05-16,Suzhou Plant,Maintenance,Andrea Chavez,ISO 9001 Audit,Documentation,Major,Closed,35.0
AUD-028355,2025-01-12,Pune Plant,Warehouse,Kristy Garcia,Internal Audit,Training,Minor,Closed,13.0
AUD-028356,2024-09-16,Bangalore Plant,Supply Chain,Christopher Waters,Safety Audit,Supplier Issue,Major,In Progress,
AUD-028357,2023-09-09,Frankfurt Plant,Maintenance,Carrie Garcia,Internal Audit,Documentation,Minor,In Progress,
AUD-028358,2023-06-21,Pune Plant,Engineering,David Wang,ISO 9001 Audit,Training,Minor,Closed,13.0
AUD-028359,2025-04-20,Shanghai Plant,Engineering,Cory Saunders,Internal Audit,Supplier Issue,Minor,Closed,3.0
AUD-028360,2024-03-28,Monterrey Plant,EHS,Dawn Martin,Supplier Audit,Calibration,Minor,In Progress,
AUD-028361,2025-09-29,Juarez Plant,Maintenance,Lisa Smith,Process Audit,Calibration,Minor,Closed,7.0
AUD-028362,2024-04-23,Pune Plant,EHS,Eduardo Hampton,ISO 9001 Audit,Process Deviation,Minor,Closed,7.0
AUD-028363,2025-12-02,Frankfurt Plant,Engineering,Christopher Cole,Supplier Audit,Calibration,Major,Closed,17.0
AUD-028364,2023-12-09,Pune Plant,HR,Jacob Farrell,Supplier Audit,Process Deviation,Minor,Closed,16.0
AUD-028365,2025-09-25,Houston Plant,HR,Crystal Horton,Supplier Audit,Documentation,Minor,Closed,9.0
AUD-028366,2023-09-15,Monterrey Plant,Engineering,Gabrielle Holden,Supplier Audit,Supplier Issue,Minor,Closed,9.0
AUD-028367,2025-08-04,Houston Plant,Maintenance,Beth Weber,Process Audit,Process Deviation,Minor,Closed,11.0
AUD-028368,2023-05-22,Houston Plant,HR,Melissa Arroyo,ISO 9001 Audit,Equipment Issue,Minor,Closed,11.0
AUD-028369,2024-01-16,Frankfurt Plant,Warehouse,Penny Stanton,Supplier Audit,Process Deviation,Minor,Closed,1.0
AUD-028370,2023-07-14,Pune Plant,HR,Willie James,Process Audit,Process Deviation,Minor,Closed,7.0
AUD-028371,2023-02-26,Pune Plant,Manufacturing,Brandon Young,Safety Audit,Equipment Issue,Minor,Closed,5.0
AUD-028372,2025-11-21,Pune Plant,EHS,Gerald Santiago,Process Audit,Documentation,Minor,Closed,11.0
AUD-028373,2025-11-21,Suzhou Plant,Maintenance,Samuel Sullivan,Supplier Audit,Supplier Issue,Minor,Closed,8.0
AUD-028374,2023-04-09,Pune Plant,Engineering,Adam Soto,Process Audit,Training,Minor,Closed,10.0
AUD-028375,2025-07-16,Juarez Plant,Engineering,Laura Garcia,ISO 9001 Audit,Calibration,Minor,Closed,2.0
AUD-028376,2023-08-13,Shanghai Plant,HR,Sheri Taylor,Supplier Audit,Process Deviation,Major,Closed,22.0
AUD-028377,2023-01-27,Monterrey Plant,Quality,George Hodges,Safety Audit,Training,Minor,Closed,13.0
AUD-028378,2023-05-10,Bangalore Plant,EHS,Amanda Williams,Process Audit,Process Deviation,Minor,Closed,14.0
AUD-028379,2025-02-15,Bangalore Plant,Supply Chain,Eduardo Peterson,Safety Audit,Calibration,Minor,Closed,12.0
AUD-028380,2024-04-17,Bangalore Plant,Quality,Dr. Jeffrey Hill,Safety Audit,Training,Minor,Open,
AUD-028381,2024-07-31,Monterrey Plant,HR,David Hines,Safety Audit,Supplier Issue,Minor,In Progress,
AUD-028382,2024-01-20,Suzhou Plant,EHS,Jamie Anderson,ISO 9001 Audit,Supplier Issue,Major,Closed,13.0
AUD-028383,2023-07-25,Shanghai Plant,Warehouse,Keith Peters,ISO 9001 Audit,Training,Minor,Closed,14.0
AUD-028384,2025-01-18,Frankfurt Plant,Maintenance,Tiffany Grant,Internal Audit,Documentation,Minor,Open,
AUD-028385,2025-09-01,Bangalore Plant,Quality,Theresa Wagner,Process Audit,Equipment Issue,Critical,In Progress,
AUD-028386,2024-04-30,Juarez Plant,Supply Chain,Sierra Gonzalez,Supplier Audit,Equipment Issue,Minor,Closed,12.0
AUD-028387,2025-04-18,Monterrey Plant,Manufacturing,Penny Jones,Internal Audit,Training,Minor,Closed,9.0
AUD-028388,2024-07-21,Juarez Plant,Manufacturing,Jessica Ramirez,Supplier Audit,Calibration,Minor,In Progress,
AUD-028389,2025-11-12,Suzhou Plant,Supply Chain,Martin Scott,ISO 9001 Audit,Documentation,Minor,Closed,2.0
AUD-028390,2025-10-17,Juarez Plant,Warehouse,Bianca Jones,Supplier Audit,Training,Minor,In Progress,
AUD-028391,2023-10-04,Suzhou Plant,Quality,Kevin Higgins,Internal Audit,Equipment Issue,Minor,Closed,13.0
AUD-028392,2024-06-17,Pune Plant,EHS,Michele Hernandez,Safety Audit,Equipment Issue,Minor,Closed,7.0
AUD-028393,2023-09-05,Suzhou Plant,Manufacturing,Scott Garcia,Safety Audit,Calibration,Minor,Closed,11.0
AUD-028394,2025-02-11,Pune Plant,Manufacturing,Lindsay Mccormick,Safety Audit,Process Deviation,Major,Closed,25.0
AUD-028395,2025-11-13,Shanghai Plant,EHS,Diane Martin,Process Audit,Process Deviation,Minor,Closed,15.0
AUD-028396,2024-09-06,Frankfurt Plant,Engineering,Dillon Stephens,ISO 9001 Audit,Process Deviation,Critical,Closed,43.0
AUD-028397,2024-03-04,Frankfurt Plant,Quality,David Smith,Supplier Audit,Training,Major,Closed,24.0
AUD-028398,2024-11-28,Monterrey Plant,Warehouse,Tiffany Arnold,ISO 9001 Audit,Documentation,Critical,Closed,69.0
AUD-028399,2024-06-19,Pune Plant,Warehouse,Daniel Jackson,Safety Audit,Documentation,Minor,In Progress,
AUD-028400,2025-06-05,Bangalore Plant,HR,Michelle Hamilton,ISO 9001 Audit,Supplier Issue,Major,In Progress,
AUD-028401,2025-06-09,Frankfurt Plant,HR,Joel Brown,Process Audit,Calibration,Minor,Closed,7.0
AUD-028402,2024-02-27,Frankfurt Plant,Maintenance,Victor Cunningham,Supplier Audit,Training,Major,In Progress,
AUD-028403,2024-03-21,Monterrey Plant,Engineering,Matthew Smith,Safety Audit,Calibration,Major,Closed,32.0
AUD-028404,2025-02-26,Houston Plant,EHS,Stephanie Sloan,Internal Audit,Supplier Issue,Minor,In Progress,
AUD-028405,2024-11-14,Suzhou Plant,Engineering,William Clayton,Internal Audit,Equipment Issue,Minor,Open,
AUD-028406,2023-05-27,Pune Plant,Engineering,Heather Williams,Process Audit,Training,Minor,Closed,9.0
AUD-028407,2025-07-03,Juarez Plant,Quality,Sarah Collins,Supplier Audit,Training,Minor,Closed,6.0
AUD-028408,2024-12-17,Houston Plant,HR,Jamie Leonard,Process Audit,Process Deviation,Minor,Closed,10.0
AUD-028409,2025-01-30,Pune Plant,Quality,Leroy Butler,ISO 9001 Audit,Process Deviation,Minor,Closed,12.0
AUD-028410,2023-01-14,Monterrey Plant,Manufacturing,John Foster,Safety Audit,Calibration,Critical,In Progress,
AUD-028411,2024-09-24,Frankfurt Plant,Supply Chain,Patricia Delacruz,Process Audit,Calibration,Major,Closed,36.0
AUD-028412,2025-07-06,Houston Plant,Manufacturing,Jordan Carter,Process Audit,Supplier Issue,Minor,Closed,15.0
AUD-028413,2025-02-25,Bangalore Plant,Warehouse,Jessica Mcbride,Supplier Audit,Equipment Issue,Major,Closed,22.0
AUD-028414,2024-01-11,Monterrey Plant,Quality,Debbie Morales,ISO 9001 Audit,Equipment Issue,Major,In Progress,
AUD-028415,2024-01-12,Suzhou Plant,Engineering,Richard Joseph,Internal Audit,Documentation,Minor,In Progress,
AUD-028416,2024-03-24,Suzhou Plant,Manufacturing,Nicole Lynn,Internal Audit,Process Deviation,Major,Closed,16.0
AUD-028417,2025-06-10,Monterrey Plant,Supply Chain,Randy Johnson,Safety Audit,Training,Minor,Closed,8.0
AUD-028418,2024-09-03,Shanghai Plant,Warehouse,Brian Sampson,ISO 9001 Audit,Supplier Issue,Minor,Closed,5.0
AUD-028419,2024-12-05,Bangalore Plant,Manufacturing,Dylan Wall,Process Audit,Documentation,Minor,Closed,9.0
AUD-028420,2025-12-01,Frankfurt Plant,HR,Timothy Sampson,Process Audit,Documentation,Minor,Closed,8.0
AUD-028421,2024-03-17,Houston Plant,HR,Nicole Browning,ISO 9001 Audit,Calibration,Minor,Closed,12.0
AUD-028422,2025-12-08,Pune Plant,Warehouse,Mr. Robert Davis,Internal Audit,Equipment Issue,Minor,Closed,2.0
AUD-028423,2023-07-07,Shanghai Plant,Warehouse,Joshua Austin,Safety Audit,Equipment Issue,Minor,Closed,7.0
AUD-028424,2024-10-03,Shanghai Plant,Engineering,Ashley Campbell,Internal Audit,Training,Minor,In Progress,
AUD-028425,2024-01-06,Pune Plant,HR,Joseph Ramirez,Process Audit,Documentation,Minor,Open,
AUD-028426,2023-10-06,Shanghai Plant,Maintenance,Travis Daniels,Supplier Audit,Process Deviation,Major,Closed,18.0
AUD-028427,2025-03-20,Shanghai Plant,Warehouse,Joshua Pennington,Supplier Audit,Calibration,Critical,Closed,63.0
AUD-028428,2025-07-13,Shanghai Plant,EHS,Sharon Sutton,ISO 9001 Audit,Documentation,Major,Closed,15.0
AUD-028429,2025-03-03,Pune Plant,Manufacturing,Thomas Phillips,Supplier Audit,Calibration,Major,Closed,26.0
AUD-028430,2023-07-17,Pune Plant,Maintenance,Michael Holden,Safety Audit,Calibration,Minor,Closed,9.0
AUD-028431,2024-07-22,Juarez Plant,Manufacturing,Melissa Diaz,Internal Audit,Equipment Issue,Critical,In Progress,
AUD-028432,2024-12-29,Juarez Plant,Warehouse,Derrick Rodriguez,Internal Audit,Documentation,Minor,In Progress,
AUD-028433,2024-03-26,Pune Plant,EHS,Krystal Nelson,Supplier Audit,Training,Critical,Closed,61.0
AUD-028434,2025-05-26,Pune Plant,Engineering,Robert Gross,Internal Audit,Training,Minor,Closed,12.0
AUD-028435,2023-08-09,Shanghai Plant,HR,Jacqueline Ayala,Process Audit,Training,Minor,In Progress,
AUD-028436,2024-01-01,Monterrey Plant,EHS,Emily Jackson,Safety Audit,Process Deviation,Minor,In Progress,
AUD-028437,2025-09-27,Juarez Plant,EHS,Laura Smith,ISO 9001 Audit,Documentation,Minor,Closed,10.0
AUD-028438,2025-11-13,Frankfurt Plant,Engineering,Wendy Lopez,ISO 9001 Audit,Documentation,Critical,Closed,36.0
AUD-028439,2024-02-02,Monterrey Plant,Supply Chain,Brooke Nguyen,Supplier Audit,Documentation,Critical,Closed,15.0
AUD-028440,2024-08-11,Suzhou Plant,Supply Chain,Rachael Wu,ISO 9001 Audit,Calibration,Major,Closed,27.0
AUD-028441,2024-06-29,Shanghai Plant,Quality,Steven Allen,Process Audit,Supplier Issue,Major,Open,
AUD-028442,2024-10-09,Monterrey Plant,HR,Ann Miller,Process Audit,Equipment Issue,Minor,Closed,11.0
AUD-028443,2024-03-06,Suzhou Plant,Quality,Steven Clark,Internal Audit,Process Deviation,Major,Closed,11.0
AUD-028444,2023-05-05,Juarez Plant,Maintenance,Trevor Hamilton,ISO 9001 Audit,Supplier Issue,Critical,Closed,25.0
AUD-028445,2023-03-07,Pune Plant,Maintenance,Jordan Cunningham,ISO 9001 Audit,Process Deviation,Minor,Closed,10.0
AUD-028446,2025-12-05,Bangalore Plant,Supply Chain,Sean Ali,ISO 9001 Audit,Equipment Issue,Major,Closed,27.0
AUD-028447,2023-03-15,Houston Plant,Engineering,Lisa Peters,ISO 9001 Audit,Calibration,Critical,Closed,29.0
AUD-028448,2023-05-12,Monterrey Plant,Manufacturing,Christopher Frederick,ISO 9001 Audit,Equipment Issue,Minor,Closed,7.0
AUD-028449,2025-08-10,Frankfurt Plant,Engineering,Kenneth Castillo,Safety Audit,Training,Major,In Progress,
AUD-028450,2025-08-01,Juarez Plant,Manufacturing,Toni Patel,Supplier Audit,Calibration,Minor,Closed,3.0
AUD-028451,2023-06-01,Pune Plant,Quality,Omar Richardson,Supplier Audit,Supplier Issue,Major,Closed,37.0
AUD-028452,2023-07-09,Juarez Plant,Quality,Michael Cummings,Safety Audit,Supplier Issue,Minor,Closed,5.0
AUD-028453,2023-08-12,Juarez Plant,Warehouse,Joseph Jenkins,ISO 9001 Audit,Training,Major,Open,
AUD-028454,2023-01-22,Pune Plant,EHS,Mark Brock,Safety Audit,Process Deviation,Minor,In Progress,
AUD-028455,2025-06-26,Pune Plant,Engineering,Angela Meyer,Safety Audit,Equipment Issue,Minor,Closed,11.0
AUD-028456,2025-11-16,Bangalore Plant,Maintenance,Steven Wilson,Supplier Audit,Documentation,Minor,In Progress,
AUD-028457,2023-03-20,Frankfurt Plant,Quality,Judy Reynolds,ISO 9001 Audit,Process Deviation,Minor,Closed,9.0
AUD-028458,2025-11-11,Monterrey Plant,Engineering,Mary Suarez,ISO 9001 Audit,Training,Minor,Closed,14.0
AUD-028459,2025-12-18,Monterrey Plant,Engineering,Robert Dunn,Supplier Audit,Documentation,Minor,Closed,7.0
AUD-028460,2025-08-18,Shanghai Plant,Quality,Troy Peterson,Process Audit,Calibration,Minor,Closed,10.0
AUD-028461,2024-08-21,Suzhou Plant,Quality,Chad Hayes,Internal Audit,Documentation,Minor,Closed,4.0
AUD-028462,2024-09-23,Shanghai Plant,EHS,Shannon Mason,ISO 9001 Audit,Training,Minor,In Progress,
AUD-028463,2025-10-14,Pune Plant,Warehouse,Robert Bruce,Internal Audit,Documentation,Major,Closed,8.0
AUD-028464,2024-09-27,Suzhou Plant,Quality,Gregory Ponce,Safety Audit,Training,Critical,Closed,54.0
AUD-028465,2025-06-28,Bangalore Plant,Engineering,Raymond Robinson,Internal Audit,Supplier Issue,Critical,In Progress,
AUD-028466,2024-12-31,Shanghai Plant,Maintenance,Marco Rivera,Process Audit,Documentation,Minor,Closed,3.0
AUD-028467,2025-11-16,Houston Plant,Quality,Frank Castillo,Safety Audit,Process Deviation,Critical,Closed,41.0
AUD-028468,2025-02-07,Pune Plant,Manufacturing,Ashley Patel,Process Audit,Process Deviation,Minor,Closed,13.0
AUD-028469,2024-11-13,Houston Plant,Warehouse,Linda Carney,Supplier Audit,Calibration,Minor,Closed,12.0
AUD-028470,2025-07-07,Juarez Plant,Warehouse,Tommy Dudley,Supplier Audit,Process Deviation,Major,Closed,19.0
AUD-028471,2023-06-07,Juarez Plant,Warehouse,Lisa Richardson,Safety Audit,Training,Major,Closed,11.0
AUD-028472,2025-01-30,Pune Plant,EHS,Mark Matthews,Supplier Audit,Supplier Issue,Critical,Closed,53.0
AUD-028473,2024-04-10,Bangalore Plant,HR,Jeffrey Blake,Internal Audit,Calibration,Minor,Closed,14.0
AUD-028474,2024-02-10,Juarez Plant,EHS,Matthew Rodriguez,Supplier Audit,Training,Major,In Progress,
AUD-028475,2023-08-29,Shanghai Plant,EHS,Chris Hines,Process Audit,Process Deviation,Minor,Closed,7.0
AUD-028476,2025-12-19,Suzhou Plant,Maintenance,Michael Baker,Internal Audit,Equipment Issue,Minor,Closed,7.0
AUD-028477,2024-12-24,Suzhou Plant,Supply Chain,Gregory Andrade,Supplier Audit,Documentation,Minor,In Progress,
AUD-028478,2023-09-27,Suzhou Plant,EHS,John White,Process Audit,Training,Major,In Progress,
AUD-028479,2025-11-14,Bangalore Plant,HR,Tara Estes,Supplier Audit,Documentation,Minor,Closed,8.0
AUD-028480,2025-06-06,Suzhou Plant,Quality,Lauren Douglas,Safety Audit,Process Deviation,Critical,Closed,54.0
AUD-028481,2025-10-15,Pune Plant,Maintenance,Ronald Baird,Safety Audit,Calibration,Minor,Closed,14.0
AUD-028482,2025-10-11,Juarez Plant,HR,Christopher Salazar,Process Audit,Training,Minor,Closed,5.0
AUD-028483,2025-05-01,Pune Plant,Quality,Joanne Koch,Supplier Audit,Process Deviation,Major,Open,
AUD-028484,2023-07-05,Monterrey Plant,Engineering,Austin Garcia,Safety Audit,Supplier Issue,Minor,Closed,4.0
AUD-028485,2024-01-12,Pune Plant,Maintenance,Sherri Bates,ISO 9001 Audit,Documentation,Major,Closed,45.0
AUD-028486,2025-05-13,Monterrey Plant,Engineering,Melanie Williams,Supplier Audit,Equipment Issue,Minor,Closed,9.0
AUD-028487,2024-06-30,Frankfurt Plant,Maintenance,Austin Evans,Safety Audit,Calibration,Major,In Progress,
AUD-028488,2023-05-30,Bangalore Plant,Warehouse,Nicole Brown,Supplier Audit,Supplier Issue,Minor,Open,
AUD-028489,2024-08-03,Bangalore Plant,Engineering,Jennifer Gibson,Safety Audit,Supplier Issue,Minor,Closed,10.0
AUD-028490,2024-11-03,Pune Plant,Maintenance,Juan Ballard,ISO 9001 Audit,Training,Minor,In Progress,
AUD-028491,2023-10-03,Houston Plant,Quality,Michael Ferguson,Safety Audit,Process Deviation,Critical,Closed,34.0
AUD-028492,2025-04-21,Frankfurt Plant,Supply Chain,Gary Mcdonald,Safety Audit,Supplier Issue,Major,In Progress,
AUD-028493,2024-03-16,Monterrey Plant,Warehouse,Sara Delacruz,Process Audit,Equipment Issue,Critical,In Progress,
AUD-028494,2023-09-17,Houston Plant,Engineering,James Rodriguez,Process Audit,Documentation,Minor,Closed,11.0
AUD-028495,2023-04-14,Shanghai Plant,HR,Kyle Mason,ISO 9001 Audit,Supplier Issue,Critical,In Progress,
AUD-028496,2023-06-20,Shanghai Plant,HR,Robert Brewer,Process Audit,Training,Major,Closed,33.0
AUD-028497,2024-07-25,Bangalore Plant,Maintenance,Elizabeth Joyce,Internal Audit,Documentation,Minor,Closed,11.0
AUD-028498,2023-01-15,Pune Plant,Warehouse,Michael Sellers,Supplier Audit,Process Deviation,Minor,Closed,16.0
AUD-028499,2025-02-15,Frankfurt Plant,HR,Larry Cook,Process Audit,Process Deviation,Major,Open,
AUD-028500,2024-09-07,Suzhou Plant,Supply Chain,Cassandra Cox,Internal Audit,Calibration,Minor,Closed,8.0
AUD-028501,2024-10-16,Bangalore Plant,Engineering,Michael Boyd,ISO 9001 Audit,Calibration,Minor,Closed,9.0
AUD-028502,2025-07-06,Shanghai Plant,Warehouse,Charles Roman,Internal Audit,Documentation,Minor,Closed,10.0
AUD-028503,2023-10-04,Pune Plant,Manufacturing,Kevin Hughes,Internal Audit,Supplier Issue,Critical,Closed,52.0
AUD-028504,2025-07-16,Houston Plant,Warehouse,Edwin Vargas,Process Audit,Supplier Issue,Minor,Open,
AUD-028505,2025-10-28,Houston Plant,Quality,Robert Bryant,Safety Audit,Supplier Issue,Minor,Closed,10.0
AUD-028506,2025-03-18,Suzhou Plant,Supply Chain,Clinton Jensen,ISO 9001 Audit,Documentation,Critical,Closed,24.0
AUD-028507,2025-12-11,Frankfurt Plant,Supply Chain,Carl Gutierrez,ISO 9001 Audit,Process Deviation,Major,Closed,27.0
AUD-028508,2024-03-13,Monterrey Plant,Maintenance,Thomas Brown,Safety Audit,Equipment Issue,Minor,Closed,8.0
AUD-028509,2023-10-08,Juarez Plant,EHS,Brenda Taylor,ISO 9001 Audit,Process Deviation,Minor,Closed,7.0
AUD-028510,2024-05-04,Pune Plant,Warehouse,Amy Smith,ISO 9001 Audit,Calibration,Major,In Progress,
AUD-028511,2023-08-29,Juarez Plant,Quality,Debra Ruiz,ISO 9001 Audit,Supplier Issue,Minor,Open,
AUD-028512,2025-03-19,Shanghai Plant,Engineering,Ryan Davis,Safety Audit,Equipment Issue,Major,Closed,25.0
AUD-028513,2024-08-24,Juarez Plant,EHS,Crystal Davis,ISO 9001 Audit,Supplier Issue,Minor,Closed,6.0
AUD-028514,2025-09-27,Suzhou Plant,Warehouse,Ronald Green,ISO 9001 Audit,Supplier Issue,Minor,Closed,6.0
AUD-028515,2024-10-07,Bangalore Plant,HR,Amanda Gonzalez,Safety Audit,Supplier Issue,Critical,Closed,3.0
AUD-028516,2023-11-03,Juarez Plant,Manufacturing,Daniel Rogers,Supplier Audit,Equipment Issue,Major,Closed,40.0
AUD-028517,2025-08-05,Pune Plant,Warehouse,Richard Mosley,Process Audit,Supplier Issue,Critical,In Progress,
AUD-028518,2023-04-29,Pune Plant,Engineering,Dr. Angela Martin MD,ISO 9001 Audit,Supplier Issue,Minor,Closed,11.0
AUD-028519,2025-08-27,Monterrey Plant,EHS,Dana Gibson,Process Audit,Documentation,Minor,Closed,9.0
AUD-028520,2024-10-10,Monterrey Plant,EHS,Dana Arnold,ISO 9001 Audit,Training,Major,Closed,19.0
AUD-028521,2025-02-25,Monterrey Plant,Engineering,Jorge James,Supplier Audit,Process Deviation,Minor,Open,
AUD-028522,2025-12-21,Suzhou Plant,Maintenance,Antonio Beard,Internal Audit,Process Deviation,Minor,Closed,1.0
AUD-028523,2023-07-04,Frankfurt Plant,Warehouse,Shawn Crawford,Safety Audit,Process Deviation,Minor,Closed,7.0
AUD-028524,2023-05-22,Suzhou Plant,Supply Chain,Alicia Guzman,ISO 9001 Audit,Documentation,Major,Closed,31.0
AUD-028525,2025-01-30,Bangalore Plant,Quality,Raymond Mcclain,ISO 9001 Audit,Equipment Issue,Minor,Closed,13.0
AUD-028526,2023-06-02,Frankfurt Plant,EHS,Joseph Allen,Internal Audit,Process Deviation,Minor,Closed,12.0
AUD-028527,2025-02-21,Houston Plant,Engineering,Michael Patel,Supplier Audit,Training,Major,In Progress,
AUD-028528,2024-03-17,Juarez Plant,Supply Chain,Dr. Susan Hester DVM,Process Audit,Documentation,Minor,In Progress,
AUD-028529,2024-04-08,Monterrey Plant,Maintenance,Alec Suarez,Internal Audit,Calibration,Minor,Closed,10.0
AUD-028530,2023-02-20,Bangalore Plant,Maintenance,Mary Salazar,Supplier Audit,Documentation,Minor,In Progress,
AUD-028531,2025-05-15,Pune Plant,HR,Katrina Rhodes,Process Audit,Equipment Issue,Minor,Closed,14.0
AUD-028532,2025-03-08,Juarez Plant,Maintenance,Jason Harvey,Supplier Audit,Process Deviation,Major,In Progress,
AUD-028533,2023-10-22,Monterrey Plant,Warehouse,David Harrison,Supplier Audit,Equipment Issue,Minor,Closed,8.0
AUD-028534,2023-10-21,Frankfurt Plant,Supply Chain,Melissa Cruz,Process Audit,Equipment Issue,Minor,In Progress,
AUD-028535,2024-02-23,Suzhou Plant,EHS,Scott Lynch,Safety Audit,Calibration,Minor,Closed,13.0
AUD-028536,2024-01-09,Frankfurt Plant,Maintenance,Daniel Perez,Safety Audit,Equipment Issue,Major,In Progress,
AUD-028537,2024-10-06,Bangalore Plant,HR,John Smith,Safety Audit,Calibration,Minor,Closed,8.0
AUD-028538,2024-03-20,Shanghai Plant,Manufacturing,Tracy Campbell,Process Audit,Training,Minor,Closed,6.0
AUD-028539,2023-07-24,Pune Plant,Quality,Jesse Wilson,ISO 9001 Audit,Calibration,Critical,Closed,29.0
AUD-028540,2025-01-30,Shanghai Plant,Quality,Carl Stuart,ISO 9001 Audit,Training,Major,Closed,15.0
AUD-028541,2024-04-18,Monterrey Plant,HR,Trevor Carson,Safety Audit,Process Deviation,Minor,Open,
AUD-028542,2025-12-26,Juarez Plant,HR,Emily Baker,Safety Audit,Documentation,Minor,In Progress,
AUD-028543,2025-09-20,Frankfurt Plant,Quality,Krystal Graham,Safety Audit,Equipment Issue,Minor,Closed,12.0
AUD-028544,2024-09-29,Juarez Plant,Quality,Courtney Smith,Safety Audit,Calibration,Major,Closed,18.0
AUD-028545,2024-03-29,Bangalore Plant,Quality,Tina Richardson,Process Audit,Process Deviation,Minor,Closed,6.0
AUD-028546,2025-02-12,Monterrey Plant,HR,Jeffrey Bishop,Supplier Audit,Calibration,Major,Closed,31.0
AUD-028547,2023-12-24,Bangalore Plant,Warehouse,Daniel Harris,Supplier Audit,Documentation,Minor,Closed,11.0
AUD-028548,2025-07-21,Frankfurt Plant,Engineering,Terry Nixon,Process Audit,Documentation,Minor,Closed,13.0
AUD-028549,2024-05-10,Bangalore Plant,Warehouse,Jessica James,Supplier Audit,Documentation,Minor,Closed,11.0
AUD-028550,2025-06-14,Shanghai Plant,HR,Misty Perry,ISO 9001 Audit,Training,Major,Closed,18.0
AUD-028551,2025-08-22,Houston Plant,Supply Chain,Andrew Bentley,ISO 9001 Audit,Supplier Issue,Critical,In Progress,
AUD-028552,2024-03-06,Juarez Plant,Maintenance,Julie Small,Process Audit,Equipment Issue,Minor,Closed,10.0
AUD-028553,2025-11-19,Houston Plant,EHS,Angela Miller,ISO 9001 Audit,Supplier Issue,Major,Closed,26.0
AUD-028554,2025-09-01,Monterrey Plant,Manufacturing,Christopher Kramer,ISO 9001 Audit,Equipment Issue,Major,Closed,16.0
AUD-028555,2025-02-01,Frankfurt Plant,HR,Cindy Rodriguez,Safety Audit,Equipment Issue,Major,Closed,15.0
AUD-028556,2023-11-14,Pune Plant,HR,Nancy Mendoza,Process Audit,Process Deviation,Minor,Closed,7.0
AUD-028557,2023-05-23,Shanghai Plant,Manufacturing,Alexander Shelton,ISO 9001 Audit,Process Deviation,Major,In Progress,
AUD-028558,2024-05-25,Pune Plant,HR,Timothy Richardson,ISO 9001 Audit,Training,Minor,Open,
AUD-028559,2024-04-17,Shanghai Plant,Engineering,Mary Dawson,Process Audit,Calibration,Minor,Closed,17.0
AUD-028560,2025-01-23,Monterrey Plant,Warehouse,Sarah Hill,Supplier Audit,Equipment Issue,Minor,In Progress,
AUD-028561,2024-07-13,Bangalore Plant,Manufacturing,Robert Buckley,Process Audit,Supplier Issue,Major,Closed,21.0
AUD-028562,2024-12-17,Suzhou Plant,HR,Maria Powers,Supplier Audit,Training,Major,Closed,35.0
AUD-028563,2023-08-13,Houston Plant,Quality,Christopher Riley,Supplier Audit,Documentation,Major,Closed,20.0
AUD-028564,2023-06-27,Bangalore Plant,Warehouse,Robert Potter,Supplier Audit,Calibration,Minor,Closed,13.0
AUD-028565,2023-08-18,Suzhou Plant,HR,Sarah Mcdonald,Process Audit,Training,Minor,Closed,13.0
AUD-028566,2023-11-09,Suzhou Plant,EHS,Virginia Zamora,Process Audit,Equipment Issue,Major,Closed,33.0
